Year,Ticker,Name,Currency,CurrentAssets,AmortizationGoodwill,AccountsPayable,Assets,AverageShortTermRate,BVPS,CapitalizedSoftware,CommonEquity,Cash,CashDelta,CNI,ContingentLiabilities,COGS,CommonSharesIssued,CommonSharesOutstanding,CommonShareholders,CommonCapital,CapitalizedLeases,DebtSeniorConvertible,DebtSubordinatedConvertible,DebtIssuance,DebtTiedtoPrime,Debt,AccumulatedDepreciation,CashDividends,DividendsCommon,DividendsPreferred,Dividends,EBITDA,EBIT,Employees,DilutedEPS,ForeignExchange,FinancingActivities,Goodwill,GoodwillAmortization,Gain/LossPretax,GrossProfit,InvestmentBankingIncome,InvestedCapital,InterestIncome,Intangibles,InterestCapitalized,Inventories,InvestingActivities,CurrentLiabilities,Liabilities,NI,OperatingIncome,PTI,PPEGross,PPENet,PreferredStock,Provisions,RetainedEarnings,Receivables,Revenue,Sales,SaleofCommonStock,Equity,SaleofProperty,IncomeTaxes,NetDeferredTaxAsset,NetDeferredTaxLiability,IncomeTaxesPayable,IncomeTaxesPaid,IncomeTaxRefund,Taxes,PreferredStockatCarryingValue,WorkingCapital,OperatingExpenses,PrepaidExpenses,RetirementExpenses,RDExpenses,SGA Expenses,StaffExpense,Expense,UnderwritingExpense,DividendsperShare,PriceClose,SIC,Industry,State/Province,WebURL
2011,BPOP,Popular Inc,USD,0,0,27942.13,37348.43,0,3.77,0,3868.59,1911.46,82.91,114.74,0,1081.23,1026.35,1025.91,10.28,10.26,0,0,0,432.57,0,2709.46,0,3.72,0,3.72,3.72,760.92,817.02,8.33,0.14,0,-1492.96,648.35,0,0,1416.55,0,6628.21,0,863.63,0,644.73,899.19,0,33429.68,151.33,817.02,266.25,0,0,0,0,-255.27,24135.99,2497.78,2497.78,0,3918.75,14.94,0,684.12,279.47,0,171.82,0,114.93,0,0,1680.76,135.42,15.02,0,599.53,0,0,0,0,1.39,6021,National Commercial Banks,PR,www.popular.com
2012,BPOP,Popular Inc,USD,0,0,27000.61,36507.54,0,39.35,0,4059.84,1524.94,-95.92,184.96,0,788.03,103.19,103.17,9.66,1.03,0,0,0,106.92,0,2420.64,0,3.72,0,3.72,3.72,761.77,818.58,8.07,2.35,0,-856.69,647.76,0,0,1430.02,0,6530.64,0,856.48,0,760.37,236.64,0,32397.54,245.28,818.58,218.87,0,0,0,0,-91.04,24008.56,2218.05,2218.05,0,4110,19.84,0,692.8,161.64,0,189.47,0,-26.4,0,0,1399.47,176.52,13.21,0,611.44,0,0,0,0,20.79,6021,National Commercial Banks,PR,www.popular.com
2013,BPOP,Popular Inc,USD,0,0,26711.15,35749.33,0,44.26,0,4575.99,1281.66,-16.15,513.45,0,918.44,103.44,103.4,9.19,1.03,0,0,0,106.74,0,2172.42,0,3.72,0,3.72,3.72,543.54,601.59,8.06,5.78,0,-1138.46,647.76,0,268.23,1210.27,0,6798.57,0,853.99,0,413.93,303,0,31123.18,599.33,601.59,348,0,0,0,0,405.69,23955.74,2128.71,2128.71,0,4626.15,10.09,0,2152.7,1393.06,0,51.05,0,-251.33,0,0,1527.12,159,6.76,0,608.68,0,0,0,0,28.73,6021,National Commercial Banks,PR,www.popular.com
2014,BPOP,Popular Inc,USD,0,0,24807.54,33096.7,0,40.76,0,4217.22,2203.48,-42.12,-354.62,0,958.61,103.62,103.48,8.85,1.04,0,0,0,781.91,0,1499.95,0,3.72,0,3.72,3.72,450.58,507.15,7.75,-3.08,0,-940.57,465.68,0,0,1061.45,0,5767.33,0,651.97,0,371.87,25.45,0,28829.31,-313.49,507.15,-132.23,0,0,0,0,23.85,21345.32,2020.06,2020.06,0,4267.38,14.34,0,936.94,158.05,0,54.52,0,58.28,0,0,1512.91,282.2,-8.94,0,554.3,0,0,0,0,34.05,6021,National Commercial Banks,PR,www.popular.com
2015,BPOP,Popular Inc,USD,0,0,27209.72,35769.53,0,48.79,0,5055.16,2543.77,-17.42,868.33,0,435.51,103.82,103.62,8.51,1.04,0,0,0,277.4,0,1416.78,0,19.26,31.08,3.72,34.8,1004.04,1062.53,7.81,8.65,0,-925.9,626.39,0,0,1687.05,0,6522.1,0,895.9,0,328.92,238.34,0,30664.21,895.34,1062.53,398.83,0,0,0,0,831.07,22455.12,2122.56,2122.56,0,5105.32,12.88,0,1485.11,183.3,0,7.15,0,-495.17,0,0,1060.03,267.99,10.16,0,624.52,0,0,0,0.3,28.34,6021,National Commercial Banks,PR,www.popular.com
2016,BPOP,Popular Inc,USD,0,0,30496.22,38661.61,0,49.6,0,5147.8,3252.61,-1.28,153.29,0,382.53,104.06,103.79,8.17,1.04,0,0,0,165.05,0,1419.73,0,65.93,62.23,3.72,65.96,855.6,914.62,7.83,2.06,0,2853.26,627.29,0,0,1549.98,0,6617.69,0,869.23,0,301.39,-3444.01,0,33463.65,216.69,914.62,294.34,0,0,0,0,900.02,22805.97,1932.51,1932.51,0,5197.96,8.9,0,1404.41,162.15,0,3.76,0,78.78,0,0,1017.89,262.87,15.56,0,635.35,0,0,0,0.6,43.82,6021,National Commercial Banks,PR,www.popular.com
2017,BPOP,Popular Inc,USD,0,0,35453.51,44277.34,0,49.51,0,5053.75,5657.98,40.46,77.32,0,549.4,104.24,102.07,7.92,1.04,0,0,0,55,0,1281.27,0,95.91,102.14,3.72,105.86,904.68,962.42,7.78,1.02,0,4753.69,627.29,0,0,1595.71,0,6385.17,0,831,0,321.25,-5348.74,0,39173.43,107.68,962.42,338.51,0,0,0,0,844.34,24186.64,2145.11,2145.11,0,5103.91,9.75,0,842.41,125,0,2.43,0,230.83,0,0,1182.69,253.62,15,0,633.29,0,0,0,1,35.49,6021,National Commercial Banks,PR,www.popular.com
1963,BOH,Bank of Hawaii Corp,USD,0,0,363.57,408.6,0,26,0,31.75,58.79,0,0,0,5.89,0,1.22,0,9.77,0,0,0,0,0,0,0,0,1.7,0,1.7,0,0,1.12,0,0,0,0,0,0,15.86,0,31.75,0,0,0,0.02,0,0,375.26,3.6,0,6.31,0,0,0,0,9.48,222.38,21.75,21.75,0,31.75,0,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,1.39,0,6021,National Commercial Banks,HI,www.boh.com
1964,BOH,Bank of Hawaii Corp,USD,0,0,374.52,453.76,0,26.11,0,33.34,48.91,0,0,0,6.22,0,1.28,0,10.38,0,0,0,0,0,0,0,0,1.96,0,1.96,0,0,1.17,0,0,0,0,0,0,17.25,0,45.34,0,0,0,0.02,0,0,418.46,3.69,0,6.76,0,0,0,0,10.41,264.76,23.47,23.47,0,33.34,0,0,0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,1.51,0,6021,National Commercial Banks,HI,www.boh.com
1965,BOH,Bank of Hawaii Corp,USD,0,0,431.86,497.63,0,24.7,0,34.7,80.35,0,0,0,7.67,0,1.41,0,11.24,0,0,0,0,0,0,0,0,2.27,0,2.27,8.97,8.97,1.14,0,0,0,0,0,0,18.24,0,46.7,0,0,0,0.06,0,0,460.64,3.79,8.97,6.42,0,0,0,0,10.81,290.88,25.91,25.91,0,34.7,0,0,0,0,0,0,0,2.63,0,0,16.94,0,0,0,9.27,0,0,0,1.62,0,6021,National Commercial Banks,HI,www.boh.com
1966,BOH,Bank of Hawaii Corp,USD,0,0,436.69,506.55,0,25.41,0,35.7,91.85,0,0,0,8.49,0,1.41,0,11.24,0,0,0,0,0,0,0,0,3.09,0,3.09,11.39,11.39,1.08,0,0,0,0,0,0,20.36,0,50.21,0,0,0,0.51,0,0,467.88,4.57,11.39,7.46,0,0,0,0,11.81,297.6,28.85,28.85,0,35.7,0,0,0,0,0,0,0,2.89,0,0,17.46,0,0,0,8.97,0,0,0,2.2,0,6021,National Commercial Banks,HI,www.boh.com
1967,BOH,Bank of Hawaii Corp,USD,0,0,487.97,555.15,0,22.4,0,37.13,64.08,0,0,0,9.99,0,1.66,0,11.24,0,0,0,0,0,0,0,0,3.09,0,3.09,12.56,12.56,1.12,0,0,0,0,0,0,22.03,0,56.02,0,0,0,0.53,0,0,514.33,5.33,12.56,8.54,0,0,0,0,13.24,353.21,32.02,32.02,0,37.13,0,0,0,0,0,0,0,3.21,0,0,19.47,0,0,0,9.48,0,0,0,2.2,0,6021,National Commercial Banks,HI,www.boh.com
1968,BOH,Bank of Hawaii Corp,USD,0,0,562.9,634.99,0,23.68,0,39.26,71.06,0,0,0,12.43,0,1.66,0,13.27,0,0,0,0,0,0,0,0,3.09,0,3.09,12.96,12.96,1.2,0,0,0,0,0,0,24.33,0,59.26,0,0,0,0.52,0,0,591.05,5.55,12.96,8.52,0,0,0,0,10.99,390.96,36.76,36.76,0,39.26,0,0,0,0,0,0,0,2.97,0,0,23.8,0,0,0,11.37,0,0,0,1.86,70,6021,National Commercial Banks,HI,www.boh.com
1969,BOH,Bank of Hawaii Corp,USD,0,0,597.38,691.52,0,25.17,0,41.72,79.07,0,0,0,15.67,0,1.66,0,13.27,0,0,0,0,0,0,0,0,3.65,0,3.65,16.85,16.85,1.37,0,0,0,0,0,0,29.76,0,61.55,0,0,0,0.49,0,0,642.71,7.32,16.85,11.71,0,0,0,0,13.46,439.58,45.43,45.43,0,41.72,0,0,0,0,0,0,0,4.44,0,0,28.58,0,0,0,12.91,0,0,0,2.2,63,6021,National Commercial Banks,HI,www.boh.com
1970,BOH,Bank of Hawaii Corp,USD,0,0,663.53,755.32,0,26.93,0,44.65,82.4,0,0,0,19.37,0,1.66,0,13.27,0,0,0,0,0,19.65,0,0,4.23,0,4.23,17.23,17.23,1.61,4.48,0,0,0,0,0,32.63,0,64.3,0,0,0,0.48,0,0,703.21,7.43,17.23,11.15,0,0,0,0,16.39,487.47,52,52,0,44.65,0,0,0,0,0,0,0,3.78,0,0,34.77,0,0,0,15.4,0,0,0,2.55,57,6021,National Commercial Banks,HI,www.boh.com
1971,BOH,Bank of Hawaii Corp,USD,0,0,751,858.11,0,28.83,0,47.79,105.5,0,0,0,20.83,0,1.66,0,13.27,0,0,0,0,0,19.46,0,0,4.15,0,4.15,18.14,18.14,0,4.73,0,0,0,0,0,35.44,0,67.25,0,0,0,0.43,0,0,802.16,7.84,18.14,11,0,0,0,0,19.53,540.93,56.27,56.27,0,47.79,0,0,0,0,0,0,0,3.16,0,0,38.14,0,0,0,17.31,0,0,0,2.5,62.75,6021,National Commercial Banks,HI,www.boh.com
1972,BOH,Bank of Hawaii Corp,USD,0,0,843.78,949.11,0,7.73,0,50.86,107.21,0,0,0,20.39,0,6.58,0,13.16,0,0,0,0,0,19.26,0,0,4.28,0,4.28,20.64,20.64,1.73,1.27,0,0,0,0,0,39.77,0,70.37,0,0,0,0.51,0,0,889.44,8.35,20.64,12.42,0,0,0,0,22.82,605.28,60.17,60.17,0,50.86,0,0,0,0,0,0,0,4.03,0,0,39.53,0,0,0,19.14,0,0,0,0.65,18.25,6021,National Commercial Banks,HI,www.boh.com
1973,BOH,Bank of Hawaii Corp,USD,0,0,920.18,1042.26,0,8.45,0,55.59,155.81,0,0,0,29.88,0,6.58,0,13.16,0,0,0,0,0,19.05,0,0,4.28,0,4.28,22.44,22.44,1.92,1.49,0,0,0,0,0,43.94,0,74.83,0,0,0,0.49,0,0,976.71,9.8,22.44,14.13,0,0,0,0,27.43,667.94,73.82,73.82,0,55.59,0,0,0,0,0,0,0,4.29,0,0,51.38,0,0,0,21.5,0,0,0,0.65,13.38,6021,National Commercial Banks,HI,www.boh.com
1974,BOH,Bank of Hawaii Corp,USD,0,0,946.12,1104.56,0,9.25,0,60.89,128.72,0,0,0,41.35,0,6.58,0,13.16,0,0,0,0,0,18.43,0,0,4.74,0,4.74,22.58,22.58,2.04,1.56,0,0,0,0,0,48.35,0,79.76,0,0,0,0.47,0,0,1033.05,10.27,22.58,14.66,0,0,0,0,22.92,733.93,89.71,89.71,0,60.89,0,0,0,0,0,0,0,4.34,0,0,67.12,0,0,0,25.77,0,0,0,0.72,8.13,6021,National Commercial Banks,HI,www.boh.com
1975,BOH,Bank of Hawaii Corp,USD,0,0,1029.87,1166.75,0,10.78,0,70.92,171.2,0,0,0,36.27,0,6.58,3.94,13.16,0,0,0,0,0,22.79,0,0,4.87,0,4.87,25.07,25.07,2.11,1.76,0,0,0,0,0,54.3,0,94.25,0,0,0,0.63,0,0,1095.29,11.57,25.07,16.18,0,0,0,0,27.99,714.65,90.57,90.57,0,70.92,0,0,0,0,0,0,0,4.55,0,0,65.49,0,0,0,29.23,0,0,0,0.74,10.75,6021,National Commercial Banks,HI,www.boh.com
1976,BOH,Bank of Hawaii Corp,USD,0,0,1159.33,1314.9,0,11.61,0,76.44,153.09,0,0,0,38.47,0,6.58,4.01,13.16,0,0,0,0,0,32.15,0,0,5.27,0,5.27,24.42,24.42,2.2,1.64,0,0,0,0,0,56.04,0,109.12,0,0,0,2.22,0,0,1237.93,10.78,24.42,14.61,0,0,0,0,33.51,768.82,94.5,94.5,0,76.44,0,0,0,0,0,0,0,3.79,0,0,70.09,0,0,0,31.62,0,0,0,0.8,14,6021,National Commercial Banks,HI,www.boh.com
1977,BOH,Bank of Hawaii Corp,USD,0,0,1266.7,1420.91,0,12.75,0,84.04,160.62,0,0,0,44.33,0,6.59,3.98,13.18,0,0,0,0,0,31.5,0,0,5.27,0,5.27,27.71,27.71,2.2,1.94,0,0,0,0,0,62.19,0,116.09,0,0,0,4.17,0,0,1336.32,12.77,27.71,16.68,0,0,0,0,41.01,871.81,106.51,106.51,0,84.04,0,0,0,0,0,0,0,3.86,0,0,78.8,0,0,0,34.47,0,0,0,0.8,13.13,6021,National Commercial Banks,HI,www.boh.com
1978,BOH,Bank of Hawaii Corp,USD,0,0,1461.16,1712.62,0,12.86,0,93.78,237.64,0,0,0,61.53,0,7.29,4.1,14.52,0,0,0,0,0,37.88,0,0,5.82,0,5.82,37.56,37.56,2.33,2.25,0,0,0,0,0,75.57,0,131.85,0,0,0,2.12,0,0,1618.65,16.33,37.56,22.7,0,0,0,0,41.98,1038.79,137.1,137.1,0,93.78,0,0,0,0,0,0,0,6.33,0,0,99.54,0,0,0,38.01,0,0,0,0.8,12.38,6021,National Commercial Banks,HI,www.boh.com
1979,BOH,Bank of Hawaii Corp,USD,0,0,1765.49,1986.45,0,14.87,0,108.47,257.25,0,0,0,92.58,0,7.29,4.07,14.59,0,0,0,0,0,37.52,0,0,6.4,0,6.4,46.79,46.79,2.47,2.83,0,0,0,0,0,91.97,0,145.99,0,0,0,1.37,0,0,1877.98,20.62,46.79,29.1,0,0,0,0,56.2,1254.13,184.56,184.56,0,108.47,0,0,0,0,0,0,0,8.48,0,0,137.77,0,0,0,45.19,0,0,0,0.88,16.5,6021,National Commercial Banks,HI,www.boh.com
1980,BOH,Bank of Hawaii Corp,USD,0,0,2026.48,2342.95,0,17.15,0,141.05,335.38,0,0,0,134.22,0,7.38,4.1,14.77,0,0,0,0,0,37.69,0,0,7.06,0.38,7.44,52.63,52.63,2.69,3.3,0,0,0,0,0,105.5,0,179.33,0,0,0,0,0,0,2201.3,25.08,52.63,33.24,0,0,0,0,73.84,1484.55,239.72,239.72,0,141.65,0,0,0,0,0,0,0,8.17,0,0,187.1,0,0,0,52.88,0,0,0,0.96,16.13,6021,National Commercial Banks,HI,www.boh.com
1981,BOH,Bank of Hawaii Corp,USD,0,0,2364.47,2787.14,0,19.32,0,159.19,395.64,0,0,0,202.73,0,7.5,4.11,14.99,0,0,0,0,0,36.21,0,0,7.89,1.35,9.24,55.24,55.24,2.84,3.14,0,0,0,0,0,119.34,0,196,0,0,0,0.75,0,0,2627.35,25.88,55.24,32.79,0,0,0,0,90.47,1722.91,322.07,322.07,0,159.79,0,0,0,0,0,0,0,6.92,0,0,266.82,0,0,0,64.09,0,0,0,1.06,18.63,6021,National Commercial Banks,HI,www.boh.com
1982,BOH,Bank of Hawaii Corp,USD,0,0,2628.46,2971.29,0,21.79,0,182.06,537.21,0,0,0,218.87,0,7.7,3.99,15.41,0,0,0,0,0,39.99,0,0,8.5,1.35,9.85,68.42,68.42,2.83,3.53,0,0,0,0,0,141.02,0,222.64,0,0,0,1.5,0,0,2788.65,29.87,68.42,41.06,0,0,0,0,109.71,1829.33,359.89,359.89,0,182.65,0,0,0,0,0,0,0,11.2,0,0,291.47,0,0,0,72.6,0,0,0,1.12,21.75,6021,National Commercial Banks,HI,www.boh.com
1983,BOH,Bank of Hawaii Corp,USD,0,0,2991.26,3377.31,0,23.79,0,205.99,846.62,0,0,0,196.34,0,8.66,4.15,17.32,0,0,0,0,0,46.15,0,0,9.92,0.67,10.59,70.58,70.58,2.87,3.58,0,0,0,0,0,148.69,0,252.14,0,0,0,2.19,0,0,3171.33,31.02,70.58,41.48,0,0,0,0,129.6,1851.61,345.02,345.02,0,205.99,0,0,0,0,0,0,0,10.46,0,0,274.44,0,0,0,78.1,0,0,0,1.21,24.25,6021,National Commercial Banks,HI,www.boh.com
1984,BOH,Bank of Hawaii Corp,USD,0,0,3352.77,3852,0,26.03,0,230.72,851.54,0,0,0,258.24,0,8.87,4.31,17.73,0,0,0,0,0,41.35,0,0,10.86,0,10.86,72.69,72.69,2.9,3.74,0,0,0,0,0,157.85,0,272.07,0,0,0,17.03,0,0,3621.28,33.05,72.69,42.34,0,0,0,0,150.39,2150.84,416.1,416.1,0,230.72,0,0,0,0,0,0,0,9.29,0,0,343.41,0,0,0,85.16,0,0,0,1.24,26.25,6021,National Commercial Banks,HI,www.boh.com
1985,BOH,Bank of Hawaii Corp,USD,0,0,3857.28,4438.58,0,29.09,0,262.03,1052.87,0,0,0,271.72,0,9.01,4.19,18.02,0,0,0,0,0,38.56,0,0,11.63,0,11.63,89.56,89.56,3.24,4.25,0,0,0,0,0,187.13,0,300.59,0,0,0,14.9,0,0,4176.55,38.56,89.56,50.06,0,0,0,0,178.01,2418.62,458.86,458.86,0,262.03,0,0,0,0,0,0,0,11.5,0,0,369.3,0,0.59,0,97.57,0,0,0,1.3,35.5,6021,National Commercial Banks,HI,www.boh.com
1986,BOH,Bank of Hawaii Corp,USD,0,0,4342.84,5060.02,0,32.92,0,303.91,1296.05,0,0,0,256,0,9.23,4.91,18.46,0,0,0,0,0,44.95,0,0,13.5,0,13.5,114.87,114.87,3.38,4.97,0,0,0,0,0,229.47,0,348.85,0,0,0,8.09,0,0,4756.11,46.19,114.87,64.6,0,0,0,0,211.6,2784.4,485.48,485.48,0,303.91,0,0,0,0,0,0,0,18.41,0,0,370.61,0,4.58,0,114.61,0,0,0,1.48,50,6021,National Commercial Banks,HI,www.boh.com
1987,BOH,Bank of Hawaii Corp,USD,0,0,4917.55,5826.27,0,37,0,346.99,1371.6,0,0,0,248.92,0,9.38,4.94,19.14,0,0,0,0,0,56.52,0,0,15.83,0,15.83,120.56,120.56,3.4,5.64,0,0,0,0,0,243.88,0,403.51,0,0,0,1.18,0,0,5479.28,53.94,120.56,75.33,0,0,0,0,249.61,3326.64,492.8,492.8,0,346.99,0,0,0,0,0,0,0,21.39,0,0,372.24,0,5.09,0,123.32,0,0,0,1.68,46.75,6021,National Commercial Banks,HI,www.boh.com
1988,BOH,Bank of Hawaii Corp,USD,0,0,5661.51,6634.7,0,27.83,0,400.02,1468.11,0,0,0,309.08,0,14.37,4.75,29.07,0,0,0,0,0,36.68,0,0,27.67,0,27.67,183.63,183.63,3.57,5.19,0,0,0,0,0,320.72,0,436.71,0,7.06,0,0.43,0,0,6234.68,74.9,183.63,123.9,0,0,0,0,281.62,4014.06,629.8,629.8,0,400.02,0,0,0,0,0,0,0,49,0,0,446.17,0,5.15,0,137.09,0,0,0,1.93,38.75,6021,National Commercial Banks,HI,www.boh.com
1989,BOH,Bank of Hawaii Corp,USD,0,0,7024.28,8317.11,0,32.14,0,482.69,1880.98,0,0,0,420.03,0,15.02,4.94,30.07,0,0,0,0,0,47.58,0,0,21.62,0,21.62,186.18,186.18,3.77,5.33,0,0,0,0,0,341.51,0,530.27,0,5.92,0,0.52,0,0,7834.43,79.86,186.18,127.54,0,0,0,0,339.03,4806.3,761.54,761.54,0,482.69,0,0,0,0,0,0,0,47.68,0,0,575.35,0,5.45,0,155.32,0,0,0,1.46,54.25,6021,National Commercial Banks,HI,www.boh.com
1990,BOH,Bank of Hawaii Corp,USD,0,0,8785,10698.5,0,34.71,0,630.27,1999.63,0,0,0,549,0,18.16,5.38,36.52,0,0,0,0,0,117.12,0,0,27.59,0,27.59,229.52,229.52,4.16,5.45,5,0,0,0,0,405.28,0,747.39,0,64.14,0,1.63,0,0,10068.3,95.69,229.52,157.43,0,0,0,0,343.6,6286.06,954.28,954.28,0,630.27,0,0,0,0,0,0,0,61.75,0,0,724.76,0,5.77,0,175.76,0,0,0,1.58,43.25,6021,National Commercial Banks,HI,www.boh.com
1991,BOH,Bank of Hawaii Corp,USD,0,0,8666.15,11409.3,0,26.17,0,724.03,1943.04,0,0,0,550.67,0,27.67,5.55,55.34,0,0,0,0,0,75.52,0,0,32.36,0,32.36,269.86,269.86,4.19,4.03,6.8,0,0,0,0,472.09,0,799.55,0,44.62,0,2,0,0,10685.3,112.69,269.86,184,0,0,0,0,407.77,6517.17,1022.76,1022.76,0,724.03,0,0,0,0,0,0,0,71.31,0,0,752.9,0,7.19,0,202.23,0,0,0,1.17,45,6021,National Commercial Banks,HI,www.boh.com
1992,BOH,Bank of Hawaii Corp,USD,0,0,7890.49,12713.1,0,29.52,0,828.33,2430.53,0,0,0,436.55,0,28.06,5.81,56.14,0,0,0,0,0,84.1,0,0,35.35,0,35.35,279.87,279.87,4.28,4.5,5.9,0,0,0,0,503.49,0,912.43,0,52.97,0,6.32,0,0,11884.8,127.52,279.87,188.93,0,0,0,0,499.41,6691.69,940.04,940.04,0,828.33,0,0,0,0,0,0,0,72.17,0,0,660.17,0,7.31,0,223.62,0,0,0,1.27,44,6021,National Commercial Banks,HI,www.boh.com
1993,BOH,Bank of Hawaii Corp,USD,0,0,7004.97,12462.1,0,33,0,938.1,1290.72,0,0,0,389.56,0,28.43,8.32,56.91,0,0,0,0,0,357.87,0,0,38.41,0,38.41,281.49,307.17,4.35,4.63,4.6,0,0,0,0,548.51,0,1295.97,0,102.93,0,4.12,0,0,11524,132.57,307.17,212.41,0,0,0,0,596.37,6983.13,938.07,938.07,0,938.1,0,0,0,0,0,0,0,79.84,0,0,630.9,0,7.99,0,241.34,0,0,0,1.36,41,6021,National Commercial Banks,HI,www.boh.com
1994,BOH,Bank of Hawaii Corp,USD,0,0,7115.05,12586.4,0,23.1,0,966.79,1289.95,0,0,0,385.65,0,41.85,6.95,83.7,0,0,0,0,0,861.57,0,0,44.06,0,44.06,277.1,307.42,4.32,2.75,4.3,0,0,0,0,555.75,0,1828.36,0,94.52,0,0.59,0,0,11619.6,117.74,307.42,195.38,0,0,0,0,623.05,7599.45,941.39,941.39,0,966.79,0,0,0,0,0,0,0,77.64,0,0,633.97,0,8.31,0,248.33,0,0,0,1.04,25.5,6021,National Commercial Banks,HI,www.boh.com
1995,BOH,Bank of Hawaii Corp,USD,0,0,7576.77,13206.8,0,25.51,0,1054.44,1374.25,0,0,0,485.12,0,41.34,7.44,82.68,0,0,0,0,0,1063.43,0,0,45.2,0,45.2,266.24,299.41,4.39,2.9,6.5,0,0,0,0,557.94,0,2117.87,0,87.67,0,9.31,0,0,12152.3,121.8,299.41,193.85,0,0,0,0,731.67,7853.02,1043.06,1043.06,0,1054.44,0,0,0,0,0,0,0,72.05,0,0,743.65,0,8.87,0,258.53,0,0,0,1.09,35.88,6021,National Commercial Banks,HI,www.boh.com
1996,BOH,Bank of Hawaii Corp,USD,0,0,8684.08,14009.2,0,26.68,0,1066.12,1358.66,0,0,0,522,0,39.96,7.12,79.92,0,0,0,0,0,932.14,0,0,47.36,0,47.36,310.67,349.62,5.02,3.23,8.9,0,0,0,0,631.08,0,2007.57,0,96.46,0,10.71,0,0,12933.7,133.12,349.62,209.82,0,0,0,0,799.81,8347.9,1153.08,1153.08,0,1066.12,0,0,0,0,0,0,0,76.7,0,0,803.46,0,0.28,0,281.46,0,0,0,1.16,42,6021,National Commercial Banks,HI,www.boh.com
1997,BOH,Bank of Hawaii Corp,USD,0,0,9621.27,14995.5,0,14.02,0,1117.21,1217.14,0,0,0,556.62,0,79.69,6.7,159.37,0,0,0,0,0,705.79,0,0,49.73,0,49.73,336.56,381.81,5.11,1.72,12.2,0,0,0,0,693.75,0,1828.75,0,203.37,0,6.15,0,0,13872.5,139.49,381.81,218,0,0,0,0,788.92,9114.32,1250.37,1250.37,0,1117.21,0,0,0,0,0,0,0,78.51,0,0,868.56,0,-0.37,0,311.94,0,0,0,0.63,24.75,6021,National Commercial Banks,HI,www.boh.com
1998,BOH,Bank of Hawaii Corp,USD,0,0,9576.34,15016.56,0,14.76,0,1185.59,1063.45,0,0,0,607.2,80.51,80.33,10.4,0.81,0,0,0,0,0,454.11,0,0,52.78,0,52.78,302.47,358.01,5.13,1.32,14.8,0,0,0,0,704.34,0,1647.1,0,216.11,0,101.8,0,0,13823.58,106.96,358.01,164.06,0,0,0,0,845.38,9320.65,1311.54,1311.54,0,1185.59,0,0,0,0,0,0,0,56.65,0,0,953.53,0,-1.31,0,346.33,0,0,0,0.66,24.38,6021,National Commercial Banks,HI,www.boh.com
1999,BOH,Bank of Hawaii Corp,USD,0,0,9394.22,14440.32,0,15.15,0,1212.33,971.11,0,0,0,512.69,80.55,80.04,9.9,0.81,0,0,0,0,0,688.78,0,0,54.64,0,54.64,367.25,428.76,4.7,1.64,17.3,0,0,0,0,779.41,0,1905.55,0,205.9,0,4.58,0,0,13223.55,132.96,428.76,226.17,0,0,0,0,876.07,9280.85,1292.1,1292.1,0,1212.33,0,0,0,0,0,0,0,92.73,0,0,863.34,0,-1.31,0,350.65,0,0,0,0.68,18.69,6021,National Commercial Banks,HI,www.boh.com
2000,BOH,Bank of Hawaii Corp,USD,0,0,9080.58,14013.82,0,16.35,0,1301.36,851.23,0,0,0,644.12,80.56,79.61,8.44,0.81,0,0,0,0,0,586.71,0,0,56.47,0,56.47,265.78,330.72,4.35,1.42,0,0,0,0,0,659.71,0,1892.6,0,192.26,0,4.53,0,0,12707.92,113.66,330.72,180.38,0,0,0,0,971.71,9168.14,1303.82,1303.82,0,1301.36,0,0,0,0,0,0,0,66.33,0,0,973.11,0,-2.74,0,328.99,0,0,0,0.71,17.69,6021,National Commercial Banks,HI,www.boh.com
2001,BOH,Bank of Hawaii Corp,USD,0,0,6673.6,10627.8,0,17.03,0,1247.01,1622.96,0,0,0,442.92,81.38,73.22,10.92,0.81,0,0,0,0,0,469.74,0,0,56.57,0,56.57,213.5,321.09,3.18,1.46,0,0,0,0,173.43,664.53,0,1716.75,0,63.51,0,473.88,0,0,9380.79,117.8,321.09,240.34,0,0,0,0,1078.19,5493.54,1107.46,1107.46,0,1247.01,0,0,0,0,0,0,0,122.16,0,0,786.37,0,-1.41,0,343.45,0,0,0,0.72,25.89,6021,National Commercial Banks,HI,www.boh.com
2002,BOH,Bank of Hawaii Corp,USD,0,0,6920.16,9516.42,0,16.12,0,1015.76,1119.33,0,0,0,157.92,81.29,63.02,10.03,0.81,0,0,0,0,0,275,0,0,50.64,0,50.64,257.07,291.57,2.9,1.7,0,0,36.22,13.34,0,558.54,0,1290.76,0,65.04,0,49.55,0,0,8500.66,121.18,291.57,187.7,0,0,0,0,1127.57,5216.15,716.46,716.46,0,1015.76,0,0,0,0,0,0,0,66.52,0,0,424.89,0,-0.83,0,266.97,0,0,0,0.73,30.39,6021,National Commercial Banks,HI,www.boh.com
